State,Stand_Age,Stand_Origin,Forest_type_group,tC,ac,tC_ac
Louisiana,81-100 years,Natural,Other_hardwoods_group,-,-,-
Louisiana,81-100 years,Planted,Elm_ash_cottonwood_group,-,-,-
Louisiana,81-100 years,Planted,Exotic_hardwoods_group,-,-,-
Louisiana,81-100 years,Planted,Nonstocked,-,-,-
Louisiana,81-100 years,Planted,Oak_gum_cypress_group,-,-,-
Louisiana,81-100 years,Planted,Oak_hickory_group,-,-,-
Louisiana,81-100 years,Planted,Oak_pine_group,-,-,-
Louisiana,81-100 years,Planted,Other_eastern_softwoods_group,-,-,-
Louisiana,81-100 years,Planted,Other_hardwoods_group,-,-,-
Louisiana,81-100 years,Total,Exotic_hardwoods_group,-,-,-
Louisiana,81-100 years,Total,Nonstocked,-,-,-
Louisiana,81-100 years,Total,Other_eastern_softwoods_group,-,-,-
Louisiana,81-100 years,Total,Other_hardwoods_group,-,-,-
Louisiana,Total,Natural,Other_eastern_softwoods_group,-,-,-
Louisiana,Total,Planted,Other_hardwoods_group,-,-,-
Missouri,0-20 years,Natural,Exotic hardwoods group,-,-,-
Missouri,0-20 years,Natural,White_red_jack pine group,-,-,-
Missouri,0-20 years,Planted,Exotic hardwoods group,-,-,-
Missouri,0-20 years,Planted,Exotic softwoods group,-,-,-
Missouri,0-20 years,Planted,Loblolly_shortleaf pine group,-,-,-
Missouri,0-20 years,Planted,Maple_beech_birch group,-,-,-
Missouri,0-20 years,Planted,Nonstocked,-,-,-
Missouri,0-20 years,Planted,Oak_gum_cypress group,-,-,-
Missouri,0-20 years,Planted,Oak_pine group,-,-,-
Missouri,0-20 years,Planted,Other eastern softwoods group,-,-,-
Missouri,0-20 years,Planted,Other hardwoods group,-,-,-
Missouri,0-20 years,Total,Exotic hardwoods group,-,-,-
Missouri,100+ years,Natural,Exotic hardwoods group,-,-,-
Missouri,100+ years,Natural,Exotic softwoods group,-,-,-
Missouri,100+ years,Natural,Nonstocked,-,-,-
Missouri,100+ years,Natural,Other hardwoods group,-,-,-
Missouri,100+ years,Natural,White_red_jack pine group,-,-,-
Missouri,100+ years,Planted,Elm_ash_cottonwood group,-,-,-
Missouri,100+ years,Planted,Exotic hardwoods group,-,-,-
Missouri,100+ years,Planted,Exotic softwoods group,-,-,-
Missouri,100+ years,Planted,Maple_beech_birch group,-,-,-
Missouri,100+ years,Planted,Nonstocked,-,-,-
Missouri,100+ years,Planted,Oak_gum_cypress group,-,-,-
Missouri,100+ years,Planted,Oak_hickory group,-,-,-
Missouri,100+ years,Planted,Oak_pine group,-,-,-
Missouri,100+ years,Planted,Other eastern softwoods group,-,-,-
Missouri,100+ years,Planted,Other hardwoods group,-,-,-
Missouri,100+ years,Planted,White_red_jack pine group,-,-,-
Missouri,100+ years,Total,Exotic hardwoods group,-,-,-
Missouri,100+ years,Total,Exotic softwoods group,-,-,-
Missouri,100+ years,Total,Nonstocked,-,-,-
Missouri,100+ years,Total,Other hardwoods group,-,-,-
Missouri,100+ years,Total,White_red_jack pine group,-,-,-
Missouri,21-40 years,Natural,Exotic hardwoods group,-,-,-
Missouri,21-40 years,Natural,Exotic softwoods group,-,-,-
Missouri,21-40 years,Natural,Nonstocked,-,-,-
Missouri,21-40 years,Natural,White_red_jack pine group,-,-,-
Missouri,21-40 years,Planted,Elm_ash_cottonwood group,-,-,-
Missouri,21-40 years,Planted,Exotic hardwoods group,-,-,-
Missouri,21-40 years,Planted,Exotic softwoods group,-,-,-
Missouri,21-40 years,Planted,Maple_beech_birch group,-,-,-
Missouri,21-40 years,Planted,Nonstocked,-,-,-
Missouri,21-40 years,Planted,Oak_pine group,-,-,-
Missouri,21-40 years,Planted,Other eastern softwoods group,-,-,-
Missouri,21-40 years,Planted,Other hardwoods group,-,-,-
Missouri,21-40 years,Planted,White_red_jack pine group,-,-,-
Missouri,21-40 years,Total,Exotic hardwoods group,-,-,-
Missouri,21-40 years,Total,Exotic softwoods group,-,-,-
Missouri,21-40 years,Total,Nonstocked,-,-,-
Missouri,21-40 years,Total,White_red_jack pine group,-,-,-
Missouri,41-60 years,Natural,Exotic softwoods group,-,-,-
Missouri,41-60 years,Natural,Nonstocked,-,-,-
Missouri,41-60 years,Natural,White_red_jack pine group,-,-,-
Missouri,41-60 years,Planted,Exotic hardwoods group,-,-,-
Missouri,41-60 years,Planted,Exotic softwoods group,-,-,-
Missouri,41-60 years,Planted,Maple_beech_birch group,-,-,-
Missouri,41-60 years,Planted,Nonstocked,-,-,-
Missouri,41-60 years,Planted,Oak_hickory group,-,-,-
Missouri,41-60 years,Planted,Other eastern softwoods group,-,-,-
Missouri,41-60 years,Planted,Other hardwoods group,-,-,-
Missouri,41-60 years,Total,Exotic softwoods group,-,-,-
Missouri,41-60 years,Total,Nonstocked,-,-,-
Missouri,61-80 years,Natural,Exotic hardwoods group,-,-,-
Missouri,61-80 years,Natural,Exotic softwoods group,-,-,-
Missouri,61-80 years,Natural,Nonstocked,-,-,-
Missouri,61-80 years,Natural,Other hardwoods group,-,-,-
Missouri,61-80 years,Natural,White_red_jack pine group,-,-,-
Missouri,61-80 years,Planted,Elm_ash_cottonwood group,-,-,-
Missouri,61-80 years,Planted,Exotic hardwoods group,-,-,-
Missouri,61-80 years,Planted,Exotic softwoods group,-,-,-
Missouri,61-80 years,Planted,Maple_beech_birch group,-,-,-
Missouri,61-80 years,Planted,Nonstocked,-,-,-
Missouri,61-80 years,Planted,Oak_gum_cypress group,-,-,-
Missouri,61-80 years,Planted,Other eastern softwoods group,-,-,-
Missouri,61-80 years,Planted,Other hardwoods group,-,-,-
Missouri,61-80 years,Planted,White_red_jack pine group,-,-,-
Missouri,61-80 years,Total,Exotic hardwoods group,-,-,-
Missouri,61-80 years,Total,Exotic softwoods group,-,-,-
Missouri,61-80 years,Total,Nonstocked,-,-,-
Missouri,61-80 years,Total,Other hardwoods group,-,-,-
Missouri,61-80 years,Total,White_red_jack pine group,-,-,-
Missouri,81-100 years,Natural,Exotic hardwoods group,-,-,-
Missouri,81-100 years,Natural,Exotic softwoods group,-,-,-
Missouri,81-100 years,Natural,Nonstocked,-,-,-
Missouri,81-100 years,Natural,Other hardwoods group,-,-,-
Missouri,81-100 years,Natural,White_red_jack pine group,-,-,-
Missouri,81-100 years,Planted,Elm_ash_cottonwood group,-,-,-
Missouri,81-100 years,Planted,Exotic hardwoods group,-,-,-
Missouri,81-100 years,Planted,Exotic softwoods group,-,-,-
Missouri,81-100 years,Planted,Maple_beech_birch group,-,-,-
Missouri,81-100 years,Planted,Nonstocked,-,-,-
Missouri,81-100 years,Planted,Oak_gum_cypress group,-,-,-
Missouri,81-100 years,Planted,Oak_hickory group,-,-,-
Missouri,81-100 years,Planted,Oak_pine group,-,-,-
Missouri,81-100 years,Planted,Other eastern softwoods group,-,-,-
Missouri,81-100 years,Planted,Other hardwoods group,-,-,-
Missouri,81-100 years,Planted,White_red_jack pine group,-,-,-
Missouri,81-100 years,Total,Exotic hardwoods group,-,-,-
Missouri,81-100 years,Total,Exotic softwoods group,-,-,-
Missouri,81-100 years,Total,Nonstocked,-,-,-
Missouri,81-100 years,Total,Other hardwoods group,-,-,-
Missouri,81-100 years,Total,White_red_jack pine group,-,-,-
Missouri,Total,Natural,White_red_jack pine group,-,-,-
Missouri,Total,Planted,Exotic hardwoods group,-,-,-
Missouri,Total,Planted,Exotic softwoods group,-,-,-
Missouri,Total,Planted,Maple_beech_birch group,-,-,-
Missouri,Total,Planted,Nonstocked,-,-,-
Missouri,Total,Planted,Other eastern softwoods group,-,-,-
Missouri,Total,Planted,Other hardwoods group,-,-,-
Mississippi,0-20 years,Planted,Exotic_hardwoods_group,-,-,-
Mississippi,0-20 years,Planted,Other_hardwoods_group,-,-,-
Mississippi,100+ years,Natural,Elm_ash_cottonwood_group,-,-,-
Mississippi,100+ years,Natural,Exotic_hardwoods_group,-,-,-
Mississippi,100+ years,Natural,Longleaf_slash_pine_group,-,-,-
Mississippi,100+ years,Natural,Nonstocked,-,-,-
Mississippi,100+ years,Natural,Other_eastern_softwoods_group,-,-,-
Mississippi,100+ years,Natural,Other_hardwoods_group,-,-,-
Mississippi,100+ years,Planted,Elm_ash_cottonwood_group,-,-,-
Mississippi,100+ years,Planted,Exotic_hardwoods_group,-,-,-
Mississippi,100+ years,Planted,Loblolly_shortleaf_pine_group,-,-,-
Mississippi,100+ years,Planted,Longleaf_slash_pine_group,-,-,-
Mississippi,100+ years,Planted,Nonstocked,-,-,-
Mississippi,100+ years,Planted,Oak_gum_cypress_group,-,-,-
Mississippi,100+ years,Planted,Oak_hickory_group,-,-,-
Mississippi,100+ years,Planted,Oak_pine_group,-,-,-
Mississippi,100+ years,Planted,Other_eastern_softwoods_group,-,-,-
Mississippi,100+ years,Planted,Other_hardwoods_group,-,-,-
Mississippi,100+ years,Planted,Total,-,-,-
Mississippi,100+ years,Total,Elm_ash_cottonwood_group,-,-,-
Mississippi,100+ years,Total,Exotic_hardwoods_group,-,-,-
Mississippi,100+ years,Total,Longleaf_slash_pine_group,-,-,-
Mississippi,100+ years,Total,Nonstocked,-,-,-
Mississippi,100+ years,Total,Other_eastern_softwoods_group,-,-,-
Mississippi,100+ years,Total,Other_hardwoods_group,-,-,-
Mississippi,21-40 years,Natural,Nonstocked,-,-,-
Mississippi,21-40 years,Planted,Elm_ash_cottonwood_group,-,-,-
Mississippi,21-40 years,Planted,Exotic_hardwoods_group,-,-,-
Mississippi,21-40 years,Planted,Nonstocked,-,-,-
Mississippi,21-40 years,Planted,Other_eastern_softwoods_group,-,-,-
Mississippi,21-40 years,Total,Nonstocked,-,-,-
Mississippi,41-60 years,Natural,Nonstocked,-,-,-
Mississippi,41-60 years,Natural,Other_hardwoods_group,-,-,-
Mississippi,41-60 years,Planted,Elm_ash_cottonwood_group,-,-,-
Mississippi,41-60 years,Planted,Exotic_hardwoods_group,-,-,-
Mississippi,41-60 years,Planted,Nonstocked,-,-,-
Mississippi,41-60 years,Planted,Oak_gum_cypress_group,-,-,-
Mississippi,41-60 years,Planted,Oak_pine_group,-,-,-
Mississippi,41-60 years,Planted,Other_eastern_softwoods_group,-,-,-
Mississippi,41-60 years,Planted,Other_hardwoods_group,-,-,-
Mississippi,41-60 years,Total,Nonstocked,-,-,-
Mississippi,41-60 years,Total,Other_hardwoods_group,-,-,-
Mississippi,61-80 years,Natural,Nonstocked,-,-,-
Mississippi,61-80 years,Natural,Other_eastern_softwoods_group,-,-,-
Mississippi,61-80 years,Natural,Other_hardwoods_group,-,-,-
Mississippi,61-80 years,Planted,Elm_ash_cottonwood_group,-,-,-
Mississippi,61-80 years,Planted,Exotic_hardwoods_group,-,-,-
Mississippi,61-80 years,Planted,Nonstocked,-,-,-
Mississippi,61-80 years,Planted,Oak_gum_cypress_group,-,-,-
Mississippi,61-80 years,Planted,Oak_hickory_group,-,-,-
Mississippi,61-80 years,Planted,Oak_pine_group,-,-,-
Mississippi,61-80 years,Planted,Other_eastern_softwoods_group,-,-,-
Mississippi,61-80 years,Planted,Other_hardwoods_group,-,-,-
Mississippi,61-80 years,Total,Nonstocked,-,-,-
Mississippi,61-80 years,Total,Other_eastern_softwoods_group,-,-,-
Mississippi,61-80 years,Total,Other_hardwoods_group,-,-,-
Mississippi,81-100 years,Natural,Exotic_hardwoods_group,-,-,-
Mississippi,81-100 years,Natural,Nonstocked,-,-,-
Mississippi,81-100 years,Natural,Other_eastern_softwoods_group,-,-,-
Mississippi,81-100 years,Natural,Other_hardwoods_group,-,-,-
Mississippi,81-100 years,Planted,Elm_ash_cottonwood_group,-,-,-
Mississippi,81-100 years,Planted,Exotic_hardwoods_group,-,-,-
Mississippi,81-100 years,Planted,Loblolly_shortleaf_pine_group,-,-,-
Mississippi,81-100 years,Planted,Longleaf_slash_pine_group,-,-,-
Mississippi,81-100 years,Planted,Nonstocked,-,-,-
Mississippi,81-100 years,Planted,Oak_hickory_group,-,-,-
Mississippi,81-100 years,Planted,Oak_pine_group,-,-,-
Mississippi,81-100 years,Planted,Other_eastern_softwoods_group,-,-,-
Mississippi,81-100 years,Planted,Other_hardwoods_group,-,-,-
Mississippi,81-100 years,Total,Exotic_hardwoods_group,-,-,-
Mississippi,81-100 years,Total,Nonstocked,-,-,-
Mississippi,81-100 years,Total,Other_eastern_softwoods_group,-,-,-
Mississippi,81-100 years,Total,Other_hardwoods_group,-,-,-
Mississippi,Total,Planted,Exotic_hardwoods_group,-,-,-
North Carolina,0-20 years,Natural,Aspen_birch group,318479.00,919334.00,-
North Carolina,0-20 years,Natural,Maple_beech_birch group,8248122.00,12346.00,-
North Carolina,0-20 years,Natural,Spruce_fir group,-,149702.00,-
North Carolina,0-20 years,Natural,White_red_jack pine group,-,-,-
North Carolina,0-20 years,Planted,Aspen_birch group,-,1370446.00,-
North Carolina,0-20 years,Planted,Exotic hardwoods group,99234485.00,-,-
North Carolina,0-20 years,Planted,Maple_beech_birch group,302749.00,118408.00,-
North Carolina,0-20 years,Planted,Other eastern softwoods group,-,-,-
North Carolina,0-20 years,Planted,Other hardwoods group,6896504.00,-,-
North Carolina,0-20 years,Planted,Spruce_fir group,-,5427.00,-
North Carolina,0-20 years,Planted,White_red_jack pine group,-,-,-
North Carolina,0-20 years,Total,Aspen_birch group,318479.00,2289780.00,-
North Carolina,0-20 years,Total,Maple_beech_birch group,8550870.00,130754.00,-
North Carolina,0-20 years,Total,Spruce_fir group,-,155129.00,-
North Carolina,0-20 years,Total,White_red_jack pine group,-,-,-
North Carolina,100+ years,Natural,Aspen_birch group,9454351.00,261154.00,-
North Carolina,100+ years,Natural,Exotic hardwoods group,473104.00,5855.00,-
North Carolina,100+ years,Natural,Nonstocked,2096625.00,23805.00,-
North Carolina,100+ years,Natural,Other eastern softwoods group,42985225.00,60810.00,-
North Carolina,100+ years,Planted,Aspen_birch group,-,-,-
North Carolina,100+ years,Planted,Elm_ash_cottonwood group,-,-,-
North Carolina,100+ years,Planted,Exotic hardwoods group,-,-,-
North Carolina,100+ years,Planted,Loblolly_shortleaf pine group,-,-,-
North Carolina,100+ years,Planted,Longleaf_slash pine group,-,-,-
North Carolina,100+ years,Planted,Maple_beech_birch group,-,-,-
North Carolina,100+ years,Planted,Nonstocked,-,-,-
North Carolina,100+ years,Planted,Oak_gum_cypress group,-,-,-
North Carolina,100+ years,Planted,Oak_hickory group,-,-,-
North Carolina,100+ years,Planted,Oak_pine group,-,-,-
North Carolina,100+ years,Planted,Other eastern softwoods group,-,-,-
North Carolina,100+ years,Planted,Other hardwoods group,-,-,-
North Carolina,100+ years,Planted,Spruce_fir group,-,-,-
North Carolina,100+ years,Planted,Total,-,-,-
North Carolina,100+ years,Planted,White_red_jack pine group,-,-,-
North Carolina,100+ years,Total,Aspen_birch group,9454351.00,261154.00,-
North Carolina,100+ years,Total,Exotic hardwoods group,473104.00,5855.00,-
North Carolina,100+ years,Total,Nonstocked,2096625.00,23805.00,-
North Carolina,100+ years,Total,Other eastern softwoods group,42985225.00,60810.00,-
North Carolina,21-40 years,Natural,Maple_beech_birch group,-,18747.00,-
North Carolina,21-40 years,Natural,Nonstocked,1141121.00,-,-
North Carolina,21-40 years,Natural,Spruce_fir group,30585136.00,807013.00,-
North Carolina,21-40 years,Planted,Aspen_birch group,3263876.00,-,-
North Carolina,21-40 years,Planted,Elm_ash_cottonwood group,2068004.00,-,-
North Carolina,21-40 years,Planted,Exotic hardwoods group,-,-,-
North Carolina,21-40 years,Planted,Maple_beech_birch group,-,16710.00,-
North Carolina,21-40 years,Planted,Nonstocked,1330050.00,-,-
North Carolina,21-40 years,Planted,Oak_hickory group,83127259.00,-,-
North Carolina,21-40 years,Planted,Other eastern softwoods group,-,-,-
North Carolina,21-40 years,Planted,Other hardwoods group,76357231.00,40842.00,-
North Carolina,21-40 years,Planted,Spruce_fir group,108098.00,-,-
North Carolina,21-40 years,Total,Maple_beech_birch group,-,35457.00,-
North Carolina,21-40 years,Total,Nonstocked,2471171.00,-,-
North Carolina,21-40 years,Total,Spruce_fir group,30693234.00,807013.00,-
North Carolina,41-60 years,Natural,Aspen_birch group,3064150.00,1196.00,-
North Carolina,41-60 years,Natural,Maple_beech_birch group,82401.00,745926.00,-
North Carolina,41-60 years,Natural,Nonstocked,125579.00,19908.00,-
North Carolina,41-60 years,Natural,Spruce_fir group,36123848.00,2900.00,-
North Carolina,41-60 years,Planted,Aspen_birch group,790640.00,120296.00,-
North Carolina,41-60 years,Planted,Elm_ash_cottonwood group,-,-,-
North Carolina,41-60 years,Planted,Exotic hardwoods group,10166329.00,9252.00,-
North Carolina,41-60 years,Planted,Maple_beech_birch group,-,101842.00,-
North Carolina,41-60 years,Planted,Nonstocked,11731742.00,-,-
North Carolina,41-60 years,Planted,Oak_gum_cypress group,-,-,-
North Carolina,41-60 years,Planted,Oak_hickory group,-,-,-
North Carolina,41-60 years,Planted,Oak_pine group,-,-,-
North Carolina,41-60 years,Planted,Other eastern softwoods group,-,9201.00,-
North Carolina,41-60 years,Planted,Other hardwoods group,-,-,-
North Carolina,41-60 years,Planted,Spruce_fir group,-,-,-
North Carolina,41-60 years,Total,Aspen_birch group,3854790.00,1196.00,-
North Carolina,41-60 years,Total,Maple_beech_birch group,82401.00,847768.00,-
North Carolina,41-60 years,Total,Nonstocked,125579.00,19908.00,-
North Carolina,41-60 years,Total,Spruce_fir group,36123848.00,2900.00,-
North Carolina,61-80 years,Natural,Aspen_birch group,8722665.00,-,-
North Carolina,61-80 years,Natural,Exotic hardwoods group,162211604.00,-,-
North Carolina,61-80 years,Natural,Nonstocked,3544899.00,44170.00,-
North Carolina,61-80 years,Planted,Aspen_birch group,-,-,-
North Carolina,61-80 years,Planted,Elm_ash_cottonwood group,-,-,-
North Carolina,61-80 years,Planted,Exotic hardwoods group,-,-,-
North Carolina,61-80 years,Planted,Maple_beech_birch group,-,-,-
North Carolina,61-80 years,Planted,Nonstocked,-,-,-
North Carolina,61-80 years,Planted,Oak_gum_cypress group,-,-,-
North Carolina,61-80 years,Planted,Oak_hickory group,-,-,-
North Carolina,61-80 years,Planted,Oak_pine group,1195326.00,-,-
North Carolina,61-80 years,Planted,Other eastern softwoods group,-,-,-
North Carolina,61-80 years,Planted,Other hardwoods group,222981.00,11123.00,-
North Carolina,61-80 years,Planted,Spruce_fir group,-,12652.00,-
North Carolina,61-80 years,Planted,White_red_jack pine group,-,1529.00,-
North Carolina,61-80 years,Total,Aspen_birch group,8722665.00,-,-
North Carolina,61-80 years,Total,Exotic hardwoods group,162211604.00,-,-
North Carolina,61-80 years,Total,Nonstocked,3544899.00,44170.00,-
North Carolina,81-100 years,Natural,Aspen_birch group,3971055.00,73046.00,-
North Carolina,81-100 years,Natural,Nonstocked,-,288385.00,-
North Carolina,81-100 years,Natural,Other eastern softwoods group,11954919.00,46978.00,-
North Carolina,81-100 years,Natural,Spruce_fir group,-,-,-
North Carolina,81-100 years,Planted,Aspen_birch group,-,-,-
North Carolina,81-100 years,Planted,Elm_ash_cottonwood group,-,-,-
North Carolina,81-100 years,Planted,Exotic hardwoods group,-,-,-
North Carolina,81-100 years,Planted,Loblolly_shortleaf pine group,-,-,-
North Carolina,81-100 years,Planted,Longleaf_slash pine group,-,-,-
North Carolina,81-100 years,Planted,Maple_beech_birch group,-,-,-
North Carolina,81-100 years,Planted,Nonstocked,-,-,-
North Carolina,81-100 years,Planted,Oak_gum_cypress group,-,-,-
North Carolina,81-100 years,Planted,Oak_hickory group,-,-,-
North Carolina,81-100 years,Planted,Oak_pine group,-,-,-
North Carolina,81-100 years,Planted,Other eastern softwoods group,-,-,-
North Carolina,81-100 years,Planted,Other hardwoods group,-,-,-
North Carolina,81-100 years,Planted,Spruce_fir group,-,-,-
North Carolina,81-100 years,Planted,Total,-,-,-
North Carolina,81-100 years,Planted,White_red_jack pine group,-,-,-
North Carolina,81-100 years,Total,Aspen_birch group,3971055.00,73046.00,-
North Carolina,81-100 years,Total,Nonstocked,-,288385.00,-
North Carolina,81-100 years,Total,Other eastern softwoods group,11954919.00,46978.00,-
North Carolina,81-100 years,Total,Spruce_fir group,-,-,-
North Carolina,Total,Planted,Aspen_birch group,2852703.00,205020.00,-
North Carolina,Total,Planted,Exotic hardwoods group,-,10806.00,-
North Carolina,Total,Planted,Maple_beech_birch group,-,-,-
North Carolina,Total,Planted,Other eastern softwoods group,2728836.00,-,-
North Carolina,Total,Planted,Other hardwoods group,-,98881.00,-
North Carolina,Total,Planted,Spruce_fir group,302749.00,-,-
Oklahoma,0-20 years,Natural,Pinyon_juniper group,-,-,-
Oklahoma,0-20 years,Planted,Elm_ash_cottonwood group,-,-,-
Oklahoma,0-20 years,Planted,Exotic hardwoods group,-,-,-
Oklahoma,0-20 years,Planted,Maple_beech_birch group,-,-,-
Oklahoma,0-20 years,Planted,Oak_gum_cypress group,-,-,-
Oklahoma,0-20 years,Planted,Other eastern softwoods group,-,-,-
Oklahoma,0-20 years,Planted,Other hardwoods group,-,-,-
Oklahoma,0-20 years,Planted,Pinyon_juniper group,-,-,-
Oklahoma,0-20 years,Planted,Woodland hardwoods group,-,-,-
Oklahoma,0-20 years,Total,Pinyon_juniper group,-,-,-
Oklahoma,100+ years,Natural,Elm_ash_cottonwood group,-,-,-
Oklahoma,100+ years,Natural,Exotic hardwoods group,-,-,-
Oklahoma,100+ years,Natural,Maple_beech_birch group,-,-,-
Oklahoma,100+ years,Natural,Nonstocked,-,-,-
Oklahoma,100+ years,Natural,Oak_gum_cypress group,-,-,-
Oklahoma,100+ years,Natural,Other eastern softwoods group,-,-,-
Oklahoma,100+ years,Natural,Other hardwoods group,-,-,-
Oklahoma,100+ years,Natural,Pinyon_juniper group,-,-,-
Oklahoma,100+ years,Natural,Woodland hardwoods group,-,-,-
Oklahoma,100+ years,Planted,Elm_ash_cottonwood group,-,-,-
Oklahoma,100+ years,Planted,Exotic hardwoods group,-,-,-
Oklahoma,100+ years,Planted,Loblolly_shortleaf pine group,-,-,-
Oklahoma,100+ years,Planted,Maple_beech_birch group,-,-,-
Oklahoma,100+ years,Planted,Nonstocked,-,-,-
Oklahoma,100+ years,Planted,Oak_gum_cypress group,-,-,-
Oklahoma,100+ years,Planted,Oak_hickory group,-,-,-
Oklahoma,100+ years,Planted,Oak_pine group,-,-,-
Oklahoma,100+ years,Planted,Other eastern softwoods group,-,-,-
Oklahoma,100+ years,Planted,Other hardwoods group,-,-,-
Oklahoma,100+ years,Planted,Pinyon_juniper group,-,-,-
Oklahoma,100+ years,Planted,Total,-,-,-
Oklahoma,100+ years,Planted,Woodland hardwoods group,-,-,-
Oklahoma,100+ years,Total,Elm_ash_cottonwood group,-,-,-
Oklahoma,100+ years,Total,Exotic hardwoods group,-,-,-
Oklahoma,100+ years,Total,Maple_beech_birch group,-,-,-
Oklahoma,100+ years,Total,Nonstocked,-,-,-
Oklahoma,100+ years,Total,Oak_gum_cypress group,-,-,-
Oklahoma,100+ years,Total,Other eastern softwoods group,-,-,-
Oklahoma,100+ years,Total,Other hardwoods group,-,-,-
Oklahoma,100+ years,Total,Pinyon_juniper group,-,-,-
Oklahoma,100+ years,Total,Woodland hardwoods group,-,-,-
Oklahoma,21-40 years,Natural,Nonstocked,-,-,-
Oklahoma,21-40 years,Planted,Elm_ash_cottonwood group,-,-,-
Oklahoma,21-40 years,Planted,Exotic hardwoods group,-,-,-
Oklahoma,21-40 years,Planted,Maple_beech_birch group,-,-,-
Oklahoma,21-40 years,Planted,Nonstocked,-,-,-
Oklahoma,21-40 years,Planted,Oak_gum_cypress group,-,-,-
Oklahoma,21-40 years,Planted,Other hardwoods group,-,-,-
Oklahoma,21-40 years,Planted,Pinyon_juniper group,-,-,-
Oklahoma,21-40 years,Planted,Woodland hardwoods group,-,-,-
Oklahoma,21-40 years,Total,Nonstocked,-,-,-
Oklahoma,41-60 years,Natural,Nonstocked,-,-,-
Oklahoma,41-60 years,Planted,Elm_ash_cottonwood group,-,-,-
Oklahoma,41-60 years,Planted,Exotic hardwoods group,-,-,-
Oklahoma,41-60 years,Planted,Maple_beech_birch group,-,-,-
Oklahoma,41-60 years,Planted,Nonstocked,-,-,-
Oklahoma,41-60 years,Planted,Oak_gum_cypress group,-,-,-
Oklahoma,41-60 years,Planted,Oak_pine group,-,-,-
Oklahoma,41-60 years,Planted,Other eastern softwoods group,-,-,-
Oklahoma,41-60 years,Planted,Other hardwoods group,-,-,-
Oklahoma,41-60 years,Planted,Pinyon_juniper group,-,-,-
Oklahoma,41-60 years,Planted,Woodland hardwoods group,-,-,-
Oklahoma,41-60 years,Total,Nonstocked,-,-,-
Oklahoma,61-80 years,Natural,Maple_beech_birch group,-,-,-
Oklahoma,61-80 years,Natural,Nonstocked,-,-,-
Oklahoma,61-80 years,Natural,Pinyon_juniper group,-,-,-
Oklahoma,61-80 years,Planted,Elm_ash_cottonwood group,-,-,-
Oklahoma,61-80 years,Planted,Exotic hardwoods group,-,-,-
Oklahoma,61-80 years,Planted,Loblolly_shortleaf pine group,-,-,-
Oklahoma,61-80 years,Planted,Maple_beech_birch group,-,-,-
Oklahoma,61-80 years,Planted,Nonstocked,-,-,-
Oklahoma,61-80 years,Planted,Oak_gum_cypress group,-,-,-
Oklahoma,61-80 years,Planted,Oak_hickory group,-,-,-
Oklahoma,61-80 years,Planted,Oak_pine group,-,-,-
Oklahoma,61-80 years,Planted,Other eastern softwoods group,-,-,-
Oklahoma,61-80 years,Planted,Other hardwoods group,-,-,-
Oklahoma,61-80 years,Planted,Pinyon_juniper group,-,-,-
Oklahoma,61-80 years,Planted,Total,-,-,-
Oklahoma,61-80 years,Planted,Woodland hardwoods group,-,-,-
Oklahoma,61-80 years,Total,Maple_beech_birch group,-,-,-
Oklahoma,61-80 years,Total,Nonstocked,-,-,-
Oklahoma,61-80 years,Total,Pinyon_juniper group,-,-,-
Oklahoma,81-100 years,Natural,Exotic hardwoods group,-,-,-
Oklahoma,81-100 years,Natural,Maple_beech_birch group,-,-,-
Oklahoma,81-100 years,Natural,Nonstocked,-,-,-
Oklahoma,81-100 years,Natural,Other eastern softwoods group,-,-,-
Oklahoma,81-100 years,Natural,Other hardwoods group,-,-,-
Oklahoma,81-100 years,Natural,Pinyon_juniper group,-,-,-
Oklahoma,81-100 years,Natural,Woodland hardwoods group,-,-,-
Oklahoma,81-100 years,Planted,Elm_ash_cottonwood group,-,-,-
Oklahoma,81-100 years,Planted,Exotic hardwoods group,-,-,-
Oklahoma,81-100 years,Planted,Loblolly_shortleaf pine group,-,-,-
Oklahoma,81-100 years,Planted,Maple_beech_birch group,-,-,-
Oklahoma,81-100 years,Planted,Nonstocked,-,-,-
Oklahoma,81-100 years,Planted,Oak_gum_cypress group,-,-,-
Oklahoma,81-100 years,Planted,Oak_pine group,-,-,-
Oklahoma,81-100 years,Planted,Other eastern softwoods group,-,-,-
Oklahoma,81-100 years,Planted,Other hardwoods group,-,-,-
Oklahoma,81-100 years,Planted,Pinyon_juniper group,-,-,-
Oklahoma,81-100 years,Planted,Woodland hardwoods group,-,-,-
Oklahoma,81-100 years,Total,Exotic hardwoods group,-,-,-
Oklahoma,81-100 years,Total,Maple_beech_birch group,-,-,-
Oklahoma,81-100 years,Total,Nonstocked,-,-,-
Oklahoma,81-100 years,Total,Other eastern softwoods group,-,-,-
Oklahoma,81-100 years,Total,Other hardwoods group,-,-,-
Oklahoma,81-100 years,Total,Pinyon_juniper group,-,-,-
Oklahoma,81-100 years,Total,Woodland hardwoods group,-,-,-
Oklahoma,Total,Planted,Elm_ash_cottonwood group,-,-,-
Oklahoma,Total,Planted,Exotic hardwoods group,-,-,-
Oklahoma,Total,Planted,Maple_beech_birch group,-,-,-
Oklahoma,Total,Planted,Oak_gum_cypress group,-,-,-
Oklahoma,Total,Planted,Other hardwoods group,-,-,-
